"","region_id","dimension","goal","score"
"756","BHI-514","status","BD",72.8
"757","BHI-515","status","BD",83.8
"758","BHI-516","status","BD",81.4
"759","BHI-517","status","BD",85.9
"760","BHI-000","trend","BD",-0.018
"761","BHI-001","trend","BD",-0.021
"762","BHI-002","trend","BD",-0.015
"763","BHI-003","trend","BD",-0.015
"764","BHI-005","trend","BD",-0.021
"765","BHI-006","trend","BD",-0.015
"766","BHI-007","trend","BD",-0.015
"767","BHI-008","trend","BD",-0.013
"768","BHI-009","trend","BD",-0.015
"769","BHI-010","trend","BD",-0.013
"770","BHI-011","trend","BD",-0.021
"771","BHI-012","trend","BD",-0.015
"772","BHI-013","trend","BD",-0.013
"773","BHI-014","trend","BD",-0.021
"774","BHI-015","trend","BD",-0.015
"775","BHI-016","trend","BD",-0.013
"776","BHI-017","trend","BD",-0.018
"777","BHI-018","trend","BD",-0.018
"778","BHI-019","trend","BD",-0.005
"779","BHI-020","trend","BD",-0.021
"780","BHI-021","trend","BD",-0.018
"781","BHI-022","trend","BD",-0.005
"782","BHI-023","trend","BD",-0.02
"783","BHI-024","trend","BD",-0.02
"784","BHI-025","trend","BD",-0.018
"785","BHI-026","trend","BD",-0.021
"786","BHI-027","trend","BD",-0.02
"787","BHI-028","trend","BD",-0.018
"788","BHI-029","trend","BD",-0.021
"789","BHI-030","trend","BD",-0.02
"790","BHI-031","trend","BD",-0.018
"791","BHI-032","trend","BD",-0.02
"792","BHI-033","trend","BD",-0.005
"793","BHI-034","trend","BD",-0.018
"794","BHI-035","trend","BD",-0.021
"795","BHI-036","trend","BD",-0.02
"796","BHI-037","trend","BD",-0.021
"797","BHI-038","trend","BD",-0.02
"798","BHI-039","trend","BD",-0.021
"799","BHI-040","trend","BD",-0.02
"800","BHI-041","trend","BD",-0.021
"801","BHI-042","trend","BD",-0.02
"802","BHI-043","trend","BD",NA
"803","BHI-301","trend","BD",-0.021
"804","BHI-302","trend","BD",-0.015
"805","BHI-303","trend","BD",-0.013
"806","BHI-304","trend","BD",-0.018
"807","BHI-305","trend","BD",-0.005
"808","BHI-306","trend","BD",-0.02
"809","BHI-307","trend","BD",-0.02
"810","BHI-308","trend","BD",-0.018
"811","BHI-309","trend","BD",-0.02
"812","BHI-501","trend","BD",-0.017
"813","BHI-502","trend","BD",-0.015
"814","BHI-503","trend","BD",-0.018
"815","BHI-504","trend","BD",-0.014
"816","BHI-505","trend","BD",-0.014
"817","BHI-506","trend","BD",-0.016
"818","BHI-507","trend","BD",-0.018
"819","BHI-508","trend","BD",-0.013
"820","BHI-509","trend","BD",-0.018
"821","BHI-510","trend","BD",-0.021
"822","BHI-511","trend","BD",-0.019
"823","BHI-512","trend","BD",-0.02
"824","BHI-513","trend","BD",-0.014
"825","BHI-514","trend","BD",-0.02
"826","BHI-515","trend","BD",-0.021
"827","BHI-516","trend","BD",-0.02
"828","BHI-517","trend","BD",-0.021
"829","BHI-000","future","CON",37.5
"830","BHI-001","future","CON",77.7
"831","BHI-002","future","CON",78.9
"832","BHI-003","future","CON",12.9
"833","BHI-005","future","CON",4.8
"834","BHI-006","future","CON",7.2
"835","BHI-007","future","CON",4.7
"836","BHI-008","future","CON",5.5
"837","BHI-009","future","CON",11.2
"838","BHI-010","future","CON",87.6
"839","BHI-011","future","CON",28.3
"840","BHI-012","future","CON",60.3
"841","BHI-013","future","CON",61.5
"842","BHI-014","future","CON",25
"843","BHI-015","future","CON",15.2
"844","BHI-016","future","CON",53.1
"845","BHI-017","future","CON",20.2
"846","BHI-018","future","CON",5.7
"847","BHI-019","future","CON",1.5
"848","BHI-020","future","CON",24.3
"849","BHI-021","future","CON",19.3
"850","BHI-022","future","CON",5.1
"851","BHI-023","future","CON",38.1
"852","BHI-024","future","CON",6.7
"853","BHI-025","future","CON",6.5
"854","BHI-026","future","CON",61.3
"855","BHI-027","future","CON",9.1
"856","BHI-028","future","CON",56.9
"857","BHI-029","future","CON",33.2
"858","BHI-030","future","CON",36.4
"859","BHI-031","future","CON",29.1
"860","BHI-032","future","CON",65.2
"861","BHI-033","future","CON",6.8
"862","BHI-034","future","CON",53.5
"863","BHI-035","future","CON",32.6
"864","BHI-036","future","CON",47
"865","BHI-037","future","CON",37.6
"866","BHI-038","future","CON",70
"867","BHI-039","future","CON",34.5
"868","BHI-040","future","CON",39.2
"869","BHI-041","future","CON",32.6
"870","BHI-042","future","CON",43.9
"871","BHI-043","future","CON",NA
"872","BHI-301","future","CON",38.9
"873","BHI-302","future","CON",45.1
"874","BHI-303","future","CON",58.1
"875","BHI-304","future","CON",18.2
"876","BHI-305","future","CON",5.6
"877","BHI-306","future","CON",38.1
"878","BHI-307","future","CON",7.4
"879","BHI-308","future","CON",39.4
"880","BHI-309","future","CON",55.6
"881","BHI-501","future","CON",78.6
"882","BHI-502","future","CON",12.9
"883","BHI-503","future","CON",6
"884","BHI-504","future","CON",5.2
"885","BHI-505","future","CON",68.3
"886","BHI-506","future","CON",53
"887","BHI-507","future","CON",23.1
"888","BHI-508","future","CON",4.2
"889","BHI-509","future","CON",16.1
"890","BHI-510","future","CON",61.3
"891","BHI-511","future","CON",36.3
"892","BHI-512","future","CON",32.8
"893","BHI-513","future","CON",39
"894","BHI-514","future","CON",42.5
"895","BHI-515","future","CON",52.9
"896","BHI-516","future","CON",37.3
"897","BHI-517","future","CON",37.9
"898","BHI-000","pressures","CON",7.8
"899","BHI-001","pressures","CON",12
"900","BHI-002","pressures","CON",2.7
"901","BHI-003","pressures","CON",26
"902","BHI-005","pressures","CON",8.7
"903","BHI-006","pressures","CON",30
"904","BHI-007","pressures","CON",12
"905","BHI-008","pressures","CON",6
"906","BHI-009","pressures","CON",16
"907","BHI-010","pressures","CON",3.3
"908","BHI-011","pressures","CON",66.7
"909","BHI-012","pressures","CON",42.7
"910","BHI-013","pressures","CON",19.3
"911","BHI-014","pressures","CON",5.3
"912","BHI-015","pressures","CON",8
"913","BHI-016","pressures","CON",2.7
"914","BHI-017","pressures","CON",8.7
"915","BHI-018","pressures","CON",3.3
"916","BHI-019","pressures","CON",NA
"917","BHI-020","pressures","CON",2
"918","BHI-021","pressures","CON",12
"919","BHI-022","pressures","CON",NA
"920","BHI-023","pressures","CON",NA
"921","BHI-024","pressures","CON",2
"922","BHI-025","pressures","CON",8
"923","BHI-026","pressures","CON",1.3
"924","BHI-027","pressures","CON",NA
"925","BHI-028","pressures","CON",0
"926","BHI-029","pressures","CON",0.7
"927","BHI-030","pressures","CON",4.7
"928","BHI-031","pressures","CON",46
"929","BHI-032","pressures","CON",4.7
"930","BHI-033","pressures","CON",NA
"931","BHI-034","pressures","CON",35.3
"932","BHI-035","pressures","CON",2.7
"933","BHI-036","pressures","CON",5.3
"934","BHI-037","pressures","CON",0.7
"935","BHI-038","pressures","CON",0.7
"936","BHI-039","pressures","CON",8.7
"937","BHI-040","pressures","CON",0
"938","BHI-041","pressures","CON",2
"939","BHI-042","pressures","CON",3.3
"940","BHI-043","pressures","CON",NA
"941","BHI-301","pressures","CON",4.3
"942","BHI-302","pressures","CON",15.8
"943","BHI-303","pressures","CON",11
"944","BHI-304","pressures","CON",9.2
"945","BHI-305","pressures","CON",NA
"946","BHI-306","pressures","CON",NA
"947","BHI-307","pressures","CON",2
"948","BHI-308","pressures","CON",24.4
"949","BHI-309","pressures","CON",2.6
"950","BHI-501","pressures","CON",5.3
"951","BHI-502","pressures","CON",26
"952","BHI-503","pressures","CON",19.2
"953","BHI-504","pressures","CON",8.2
"954","BHI-505","pressures","CON",6.5
"955","BHI-506","pressures","CON",39.2
"956","BHI-507","pressures","CON",7
"957","BHI-508","pressures","CON",3.3
"958","BHI-509","pressures","CON",4.4
"959","BHI-510","pressures","CON",1.3
"960","BHI-511","pressures","CON",0
"961","BHI-512","pressures","CON",15.1
"962","BHI-513","pressures","CON",18.9
"963","BHI-514","pressures","CON",4.5
"964","BHI-515","pressures","CON",0.7
"965","BHI-516","pressures","CON",3.4
"966","BHI-517","pressures","CON",2.6
"967","BHI-000","resilience","CON",80.1
"968","BHI-001","resilience","CON",80.7
"969","BHI-002","resilience","CON",78
"970","BHI-003","resilience","CON",78
"971","BHI-005","resilience","CON",80.7
"972","BHI-006","resilience","CON",78
"973","BHI-007","resilience","CON",78
"974","BHI-008","resilience","CON",81.1
"975","BHI-009","resilience","CON",78
"976","BHI-010","resilience","CON",81.1
"977","BHI-011","resilience","CON",80.7
"978","BHI-012","resilience","CON",78
"979","BHI-013","resilience","CON",81.1
"980","BHI-014","resilience","CON",80.7
"981","BHI-015","resilience","CON",78
"982","BHI-016","resilience","CON",81.1
"983","BHI-017","resilience","CON",76.9
"984","BHI-018","resilience","CON",76.9
"985","BHI-019","resilience","CON",NA
"986","BHI-020","resilience","CON",80.7
"987","BHI-021","resilience","CON",76.9
"988","BHI-022","resilience","CON",NA
"989","BHI-023","resilience","CON",81.6
"990","BHI-024","resilience","CON",79.8
"991","BHI-025","resilience","CON",78.5
"992","BHI-026","resilience","CON",80.7
"993","BHI-027","resilience","CON",79.8
"994","BHI-028","resilience","CON",78.5
"995","BHI-029","resilience","CON",80.7
"996","BHI-030","resilience","CON",82
"997","BHI-031","resilience","CON",78.5
"998","BHI-032","resilience","CON",82
"999","BHI-033","resilience","CON",NA
"1000","BHI-034","resilience","CON",78.5
"1001","BHI-035","resilience","CON",80.7
"1002","BHI-036","resilience","CON",82
"1003","BHI-037","resilience","CON",80.7
"1004","BHI-038","resilience","CON",82
"1005","BHI-039","resilience","CON",80.7
"1006","BHI-040","resilience","CON",82
"1007","BHI-041","resilience","CON",80.7
"1008","BHI-042","resilience","CON",82
"1009","BHI-043","resilience","CON",NA
"1010","BHI-301","resilience","CON",80.7
"1011","BHI-302","resilience","CON",78
"1012","BHI-303","resilience","CON",81.1
"1013","BHI-304","resilience","CON",76.9
"1014","BHI-305","resilience","CON",NA
"1015","BHI-306","resilience","CON",81.6
"1016","BHI-307","resilience","CON",79.8
"1017","BHI-308","resilience","CON",78.5
"1018","BHI-309","resilience","CON",82
"1019","BHI-501","resilience","CON",78.8
"1020","BHI-502","resilience","CON",78
"1021","BHI-503","resilience","CON",79.4
"1022","BHI-504","resilience","CON",80
"1023","BHI-505","resilience","CON",80.3
"1024","BHI-506","resilience","CON",79.9
"1025","BHI-507","resilience","CON",78.7
"1026","BHI-508","resilience","CON",76.9
"1027","BHI-509","resilience","CON",79.7
"1028","BHI-510","resilience","CON",80.7
"1029","BHI-511","resilience","CON",79.1
"1030","BHI-512","resilience","CON",80.4
"1031","BHI-513","resilience","CON",80.4
"1032","BHI-514","resilience","CON",81.6
"1033","BHI-515","resilience","CON",81.3
"1034","BHI-516","resilience","CON",81.5
"1035","BHI-517","resilience","CON",81.3
"1036","BHI-000","score","CON",34.1
"1037","BHI-001","score","CON",65.7
"1038","BHI-002","score","CON",66.3
"1039","BHI-003","score","CON",19.3
"1040","BHI-005","score","CON",4.3
"1041","BHI-006","score","CON",6.8
"1042","BHI-007","score","CON",6.6
"1043","BHI-008","score","CON",7.5
"1044","BHI-009","score","CON",8.6
"1045","BHI-010","score","CON",66.5
"1046","BHI-011","score","CON",27.4
"1047","BHI-012","score","CON",56.6
"1048","BHI-013","score","CON",55.9
"1049","BHI-014","score","CON",24.6
"1050","BHI-015","score","CON",15.1
"1051","BHI-016","score","CON",51.9
"1052","BHI-017","score","CON",20.1
"1053","BHI-018","score","CON",5.1
"1054","BHI-019","score","CON",1.5
"1055","BHI-020","score","CON",23.5
"1056","BHI-021","score","CON",19
"1057","BHI-022","score","CON",5.7
"1058","BHI-023","score","CON",36.6
"1059","BHI-024","score","CON",6.5
"1060","BHI-025","score","CON",6.4
"1061","BHI-026","score","CON",54
"1062","BHI-027","score","CON",8.2
"1063","BHI-028","score","CON",51
"1064","BHI-029","score","CON",29.5
"1065","BHI-030","score","CON",32.4
"1066","BHI-031","score","CON",27.5
"1067","BHI-032","score","CON",58.8
"1068","BHI-033","score","CON",6.8
"1069","BHI-034","score","CON",50.3
"1070","BHI-035","score","CON",29.3
"1071","BHI-036","score","CON",42.3
"1072","BHI-037","score","CON",33.9
"1073","BHI-038","score","CON",62.9
"1074","BHI-039","score","CON",31.8
"1075","BHI-040","score","CON",35.6
"1076","BHI-041","score","CON",29.2
"1077","BHI-042","score","CON",39.3
"1078","BHI-043","score","CON",NA
"1079","BHI-301","score","CON",35
"1080","BHI-302","score","CON",41.2
"1081","BHI-303","score","CON",50.8
"1082","BHI-304","score","CON",18
"1083","BHI-305","score","CON",5.9
"1084","BHI-306","score","CON",36.6
"1085","BHI-307","score","CON",6.9
"1086","BHI-308","score","CON",36.4
"1087","BHI-309","score","CON",49.9
"1088","BHI-501","score","CON",66.2
"1089","BHI-502","score","CON",19.3
"1090","BHI-503","score","CON",5.5
"1091","BHI-504","score","CON",7.2
"1092","BHI-505","score","CON",51.9
"1093","BHI-506","score","CON",49.2
"1094","BHI-507","score","CON",22.8
"1095","BHI-508","score","CON",3.8
"1096","BHI-509","score","CON",15.6
"1097","BHI-510","score","CON",54
"1098","BHI-511","score","CON",32.5
"1099","BHI-512","score","CON",29.6
"1100","BHI-513","score","CON",36
"1101","BHI-514","score","CON",38.3
"1102","BHI-515","score","CON",47.6
"1103","BHI-516","score","CON",34.1
"1104","BHI-517","score","CON",33.9
"1105","BHI-000","status","CON",30.7
"1106","BHI-001","status","CON",53.7
"1107","BHI-002","status","CON",53.7
"1108","BHI-003","status","CON",25.7
"1109","BHI-005","status","CON",3.9
"1110","BHI-006","status","CON",6.3
"1111","BHI-007","status","CON",8.6
"1112","BHI-008","status","CON",9.5
"1113","BHI-009","status","CON",6
"1114","BHI-010","status","CON",45.4
"1115","BHI-011","status","CON",26.5
"1116","BHI-012","status","CON",53
"1117","BHI-013","status","CON",50.3
"1118","BHI-014","status","CON",24.1
"1119","BHI-015","status","CON",15
"1120","BHI-016","status","CON",50.8
"1121","BHI-017","status","CON",20
"1122","BHI-018","status","CON",4.6
"1123","BHI-019","status","CON",1.5
"1124","BHI-020","status","CON",22.6
"1125","BHI-021","status","CON",18.7
"1126","BHI-022","status","CON",6.2
"1127","BHI-023","status","CON",35.1
"1128","BHI-024","status","CON",6.2
"1129","BHI-025","status","CON",6.2
"1130","BHI-026","status","CON",46.6
"1131","BHI-027","status","CON",7.2
"1132","BHI-028","status","CON",45.1
"1133","BHI-029","status","CON",25.8
"1134","BHI-030","status","CON",28.5
"1135","BHI-031","status","CON",25.8
"1136","BHI-032","status","CON",52.3
"1137","BHI-033","status","CON",6.9
"1138","BHI-034","status","CON",47.2
"1139","BHI-035","status","CON",26
"1140","BHI-036","status","CON",37.6
"1141","BHI-037","status","CON",30.1
"1142","BHI-038","status","CON",55.8
"1143","BHI-039","status","CON",29
"1144","BHI-040","status","CON",32
"1145","BHI-041","status","CON",25.8
"1146","BHI-042","status","CON",34.7
"1147","BHI-043","status","CON",NA
"1148","BHI-301","status","CON",31.2
"1149","BHI-302","status","CON",37.3
"1150","BHI-303","status","CON",43.6
"1151","BHI-304","status","CON",17.8
"1152","BHI-305","status","CON",6.1
"1153","BHI-306","status","CON",35.1
"1154","BHI-307","status","CON",6.5
"1155","BHI-308","status","CON",33.4
"1156","BHI-309","status","CON",44.3
"1157","BHI-501","status","CON",53.7
"1158","BHI-502","status","CON",25.7
"1159","BHI-503","status","CON",5
"1160","BHI-504","status","CON",9.2
"1161","BHI-505","status","CON",35.5
"1162","BHI-506","status","CON",45.5
"1163","BHI-507","status","CON",22.5
"1164","BHI-508","status","CON",3.5
"1165","BHI-509","status","CON",15.2
"1166","BHI-510","status","CON",46.6
"1167","BHI-511","status","CON",28.8
"1168","BHI-512","status","CON",26.5
"1169","BHI-513","status","CON",33.1
"1170","BHI-514","status","CON",34
"1171","BHI-515","status","CON",42.2
"1172","BHI-516","status","CON",30.8
"1173","BHI-517","status","CON",29.9
"1174","BHI-000","trend","CON",-0.087
"1175","BHI-001","trend","CON",0.328
"1176","BHI-002","trend","CON",0.328
"1177","BHI-003","trend","CON",-1
"1178","BHI-005","trend","CON",NA
"1179","BHI-006","trend","CON",NA
"1180","BHI-007","trend","CON",-1
"1181","BHI-008","trend","CON",-1
"1182","BHI-009","trend","CON",1
"1183","BHI-010","trend","CON",1
"1184","BHI-011","trend","CON",0.03
"1185","BHI-012","trend","CON",0.03
"1186","BHI-013","trend","CON",0.03
"1187","BHI-014","trend","CON",-0.318
"1188","BHI-015","trend","CON",-0.318
"1189","BHI-016","trend","CON",-0.318
"1190","BHI-017","trend","CON",-0.318
"1191","BHI-018","trend","CON",NA
"1192","BHI-019","trend","CON",NA
"1193","BHI-020","trend","CON",-0.273
"1194","BHI-021","trend","CON",-0.273
"1195","BHI-022","trend","CON",-0.273
"1196","BHI-023","trend","CON",-0.273
"1197","BHI-024","trend","CON",-0.273
"1198","BHI-025","trend","CON",-0.273
"1199","BHI-026","trend","CON",0.077
"1200","BHI-027","trend","CON",NA
"1201","BHI-028","trend","CON",NA
"1202","BHI-029","trend","CON",0.032
"1203","BHI-030","trend","CON",0.032
"1204","BHI-031","trend","CON",0.032
"1205","BHI-032","trend","CON",-0.014
"1206","BHI-033","trend","CON",-0.014
"1207","BHI-034","trend","CON",-0.014
"1208","BHI-035","trend","CON",-0.002
"1209","BHI-036","trend","CON",-0.002
"1210","BHI-037","trend","CON",-0.02
"1211","BHI-038","trend","CON",-0.02
"1212","BHI-039","trend","CON",-0.07
"1213","BHI-040","trend","CON",-0.07
"1214","BHI-041","trend","CON",0.009
"1215","BHI-042","trend","CON",0.009
"1216","BHI-043","trend","CON",NA
"1217","BHI-301","trend","CON",-0.044
"1218","BHI-302","trend","CON",-0.162
"1219","BHI-303","trend","CON",0.046
"1220","BHI-304","trend","CON",-0.3
"1221","BHI-305","trend","CON",-0.132
"1222","BHI-306","trend","CON",-0.273
"1223","BHI-307","trend","CON",-0.273
"1224","BHI-308","trend","CON",-0.048
"1225","BHI-309","trend","CON",-0.008
"1226","BHI-501","trend","CON",0.328
"1227","BHI-502","trend","CON",-1
"1228","BHI-503","trend","CON",NA
"1229","BHI-504","trend","CON",-1
"1230","BHI-505","trend","CON",1
"1231","BHI-506","trend","CON",0.03
"1232","BHI-507","trend","CON",-0.318
"1233","BHI-508","trend","CON",NA
"1234","BHI-509","trend","CON",-0.273
"1235","BHI-510","trend","CON",0.077
"1236","BHI-511","trend","CON",NA
"1237","BHI-512","trend","CON",0.032
"1238","BHI-513","trend","CON",-0.014
"1239","BHI-514","trend","CON",-0.002
"1240","BHI-515","trend","CON",-0.02
"1241","BHI-516","trend","CON",-0.07
"1242","BHI-517","trend","CON",0.009
"1243","BHI-000","future","CS",84.6
"1244","BHI-001","future","CS",100
"1245","BHI-002","future","CS",74.2
"1246","BHI-003","future","CS",61.9
"1247","BHI-005","future","CS",NA
"1248","BHI-006","future","CS",100
"1249","BHI-007","future","CS",59.9
"1250","BHI-008","future","CS",100
"1251","BHI-009","future","CS",59.7
"1252","BHI-010","future","CS",100
"1253","BHI-011","future","CS",100
"1254","BHI-012","future","CS",14.8
