region_id,month,year,secchi_depth
BHI-034,6,1996,4.5
BHI-032,6,1996,6.5
BHI-032,6,1996,6.5
BHI-033,6,1996,5.5
BHI-031,6,1996,6
BHI-034,6,1996,7
BHI-034,6,1996,6
BHI-032,6,1996,9
BHI-034,6,1996,6
BHI-032,6,1996,7
BHI-032,6,1996,6
BHI-032,6,1996,7
BHI-032,6,1996,6
BHI-032,6,1996,7
BHI-032,6,1996,5.5
BHI-032,6,1996,6
BHI-032,6,1996,5
BHI-034,6,1996,5.5
BHI-034,6,1996,5.5
BHI-034,6,1996,5.5
BHI-034,6,1996,6
BHI-032,6,1996,5
BHI-032,6,1996,6
BHI-032,6,1996,5
BHI-032,6,1996,5.5
BHI-032,6,1996,6.5
BHI-032,6,1996,8
BHI-033,6,1996,6
BHI-032,6,1996,6
BHI-032,6,1996,6
BHI-003,7,1996,8
BHI-003,7,1996,8
BHI-003,7,1996,8.5
BHI-003,7,1996,8.5
BHI-031,7,1996,7
BHI-030,7,1996,6.5
BHI-032,7,1996,7
BHI-032,7,1996,6
BHI-032,7,1996,6
BHI-034,7,1996,6
BHI-032,7,1996,5.5
BHI-032,7,1996,6
BHI-042,7,1996,4.3
BHI-042,7,1996,4.3
BHI-003,7,1996,8
BHI-001,7,1996,6
BHI-001,7,1996,7
BHI-026,7,1996,7.8
BHI-034,7,1996,8
BHI-034,7,1996,7
BHI-034,7,1996,7
BHI-034,7,1996,7
BHI-032,7,1996,6.5
BHI-032,7,1996,6.5
BHI-034,7,1996,7
BHI-034,7,1996,7
BHI-032,7,1996,6
BHI-032,7,1996,6
BHI-032,7,1996,5
BHI-034,7,1996,5
BHI-032,7,1996,5
BHI-034,7,1996,6
BHI-011,7,1996,11
BHI-034,7,1996,6
BHI-034,7,1996,5
BHI-032,7,1996,5.5
BHI-032,7,1996,5
BHI-034,7,1996,5
BHI-034,7,1996,5
BHI-032,7,1996,5
BHI-033,7,1996,5.5
BHI-032,7,1996,5.5
BHI-032,7,1996,5.5
BHI-034,7,1996,6
BHI-034,7,1996,6
BHI-034,7,1996,6
BHI-032,7,1996,6
BHI-034,7,1996,5.5
BHI-032,7,1996,6
BHI-034,7,1996,7
BHI-032,7,1996,5.5
BHI-032,7,1996,6
BHI-032,7,1996,6
BHI-032,7,1996,6.5
BHI-012,7,1996,7
BHI-012,7,1996,7.25
BHI-003,7,1996,8.3
BHI-003,7,1996,8.3
BHI-041,7,1996,4.9
BHI-006,7,1996,7
BHI-006,7,1996,7.5
BHI-038,7,1996,5.7
BHI-003,7,1996,8
BHI-003,7,1996,8
BHI-003,7,1996,8
BHI-006,7,1996,6
BHI-006,7,1996,7
BHI-026,7,1996,7.2
BHI-031,7,1996,13.1
BHI-003,7,1996,9.5
BHI-027,7,1996,4.2
BHI-027,7,1996,3.7
BHI-027,7,1996,3.8
BHI-027,7,1996,4
BHI-031,7,1996,6.5
BHI-031,7,1996,6
BHI-003,7,1996,8
BHI-003,7,1996,8
BHI-001,7,1996,5.5
BHI-001,7,1996,5.5
BHI-001,7,1996,9
BHI-001,7,1996,9
BHI-001,7,1996,12
BHI-001,7,1996,12
BHI-031,7,1996,5
BHI-013,7,1996,8
BHI-012,7,1996,7
BHI-012,7,1996,7
BHI-015,7,1996,8
BHI-015,7,1996,8
BHI-017,7,1996,7
BHI-017,7,1996,7
BHI-015,7,1996,7.5
BHI-015,7,1996,7.5
BHI-041,7,1996,5.4
BHI-002,7,1996,7
BHI-024,7,1996,5
BHI-024,7,1996,5
BHI-024,7,1996,7
BHI-024,7,1996,7
BHI-020,7,1996,7
BHI-020,7,1996,7
BHI-026,7,1996,6.5
BHI-026,7,1996,6.5
BHI-026,7,1996,8
BHI-026,7,1996,8
BHI-026,7,1996,7
BHI-026,7,1996,7
BHI-031,7,1996,5
BHI-038,7,1996,5.3
BHI-014,7,1996,7.5
BHI-014,7,1996,7.5
BHI-003,7,1996,7.5
BHI-003,7,1996,7.5
BHI-003,7,1996,8
BHI-002,7,1996,8.1
BHI-036,7,1996,6
BHI-036,7,1996,6
BHI-026,7,1996,7
BHI-036,7,1996,6
BHI-036,7,1996,6
BHI-036,7,1996,6
BHI-036,7,1996,6
BHI-038,7,1996,3
BHI-038,7,1996,3
BHI-003,7,1996,8
BHI-003,7,1996,7
BHI-003,8,1996,7.3
BHI-003,8,1996,7.3
BHI-021,8,1996,6
BHI-001,8,1996,8
BHI-015,8,1996,7
BHI-003,8,1996,6.5
BHI-001,8,1996,9.5
BHI-001,8,1996,9.5
BHI-041,8,1996,4.2
BHI-041,8,1996,3
BHI-041,8,1996,4.3
BHI-037,8,1996,6.1
BHI-007,8,1996,6.3
BHI-007,8,1996,6.3
BHI-007,8,1996,7
BHI-007,8,1996,6
BHI-007,8,1996,6
BHI-007,8,1996,7
BHI-011,8,1996,8.5
BHI-038,8,1996,4.5
BHI-038,8,1996,6.8
BHI-003,8,1996,8
BHI-003,8,1996,8
BHI-003,8,1996,7
BHI-003,8,1996,7
BHI-003,8,1996,6.8
BHI-038,8,1996,2.5
BHI-038,8,1996,2.5
BHI-002,8,1996,8.5
BHI-026,8,1996,6
BHI-006,8,1996,5.5
BHI-006,8,1996,7
BHI-003,8,1996,8
BHI-003,8,1996,7
BHI-012,8,1996,8.5
BHI-012,8,1996,7.833333333333333
BHI-003,8,1996,7
BHI-003,8,1996,7
BHI-006,8,1996,8
BHI-006,8,1996,9
BHI-012,8,1996,7.5
BHI-027,8,1996,3.6
BHI-032,8,1996,4.5
BHI-027,8,1996,2.8
BHI-027,8,1996,3.2
BHI-027,8,1996,3.5
BHI-027,8,1996,3.8
BHI-027,8,1996,3.5
BHI-032,8,1996,4.5
BHI-036,8,1996,7
BHI-038,8,1996,7.1
BHI-040,8,1996,6
BHI-041,8,1996,7.1
BHI-041,8,1996,6.4
BHI-012,8,1996,6.7
BHI-003,8,1996,7.5
BHI-003,8,1996,7.5
BHI-003,8,1996,7
BHI-001,8,1996,7.5
BHI-001,8,1996,7.5
BHI-002,8,1996,10
BHI-002,8,1996,10
BHI-038,8,1996,3
BHI-038,8,1996,3
BHI-038,8,1996,6.5
BHI-013,8,1996,5.5
BHI-026,8,1996,4.8
BHI-026,8,1996,7
BHI-017,8,1996,5
BHI-017,8,1996,5
BHI-021,8,1996,5
BHI-024,8,1996,6.5
BHI-003,8,1996,6
BHI-003,8,1996,6
BHI-026,8,1996,5
BHI-026,8,1996,5
BHI-029,8,1996,7
BHI-029,8,1996,7
BHI-031,8,1996,5.5
BHI-030,8,1996,5
BHI-014,8,1996,6
BHI-014,8,1996,6
BHI-014,8,1996,6
BHI-014,8,1996,6
BHI-014,8,1996,5
BHI-014,8,1996,5
BHI-001,8,1996,9
BHI-001,8,1996,9
BHI-012,9,1996,6.5
BHI-012,9,1996,6
BHI-012,9,1996,7.5
BHI-012,9,1996,6
BHI-012,9,1996,7
BHI-012,9,1996,9
BHI-003,9,1996,6.5
BHI-003,9,1996,6.5
BHI-003,9,1996,6.5
BHI-001,9,1996,10
BHI-001,9,1996,10.5
BHI-001,9,1996,9.5
BHI-002,9,1996,9
BHI-001,9,1996,7.5
BHI-001,9,1996,7.5
BHI-012,9,1996,6
BHI-012,9,1996,7
BHI-012,9,1996,7
BHI-012,9,1996,6.7
BHI-001,9,1996,8
BHI-001,9,1996,8
BHI-001,9,1996,8
BHI-002,9,1996,9
BHI-001,9,1996,10
BHI-002,9,1996,8.5
BHI-041,9,1996,7.3
BHI-009,9,1996,6
BHI-009,9,1996,7.5
BHI-009,9,1996,7
BHI-008,9,1996,7
BHI-001,9,1996,9.5
BHI-007,9,1996,6
BHI-007,9,1996,6
BHI-007,9,1996,6
BHI-007,9,1996,6.5
BHI-003,9,1996,6
BHI-011,9,1996,8
BHI-038,9,1996,5.8
BHI-003,9,1996,6
BHI-003,9,1996,6
BHI-003,9,1996,7
BHI-006,9,1996,5.5
BHI-006,9,1996,7.5
BHI-002,9,1996,11.5
BHI-001,9,1996,12
BHI-001,9,1996,12
BHI-032,9,1996,5
BHI-001,9,1996,10.5
BHI-001,9,1996,10.5
BHI-026,9,1996,6
BHI-030,9,1996,4.5
BHI-032,9,1996,4.5
BHI-002,9,1996,10
BHI-002,9,1996,10
BHI-002,9,1996,12
BHI-002,9,1996,12
BHI-030,9,1996,6
BHI-030,9,1996,8
BHI-030,9,1996,6
BHI-038,9,1996,2.2
BHI-038,9,1996,2.2
BHI-001,9,1996,10
BHI-001,9,1996,10
BHI-003,9,1996,8
BHI-003,9,1996,9
BHI-032,9,1996,4.5
BHI-003,9,1996,9
BHI-003,9,1996,9
BHI-003,9,1996,8.5
BHI-003,9,1996,8.5
BHI-003,9,1996,8.5
BHI-002,9,1996,11
BHI-002,9,1996,11
BHI-012,9,1996,6
BHI-014,9,1996,9
BHI-014,9,1996,9
BHI-006,9,1996,6
BHI-006,9,1996,7.5
BHI-014,9,1996,9
BHI-014,9,1996,8
BHI-001,9,1996,10
BHI-001,9,1996,10
BHI-041,9,1996,5.9
BHI-041,9,1996,7.1
BHI-041,9,1996,6.3
BHI-007,9,1996,6.5
BHI-007,9,1996,7
BHI-007,9,1996,6
BHI-007,9,1996,6.5
BHI-007,9,1996,5.5
BHI-027,9,1996,2
BHI-027,9,1996,3.6
BHI-038,9,1996,6.1
BHI-003,9,1996,6.5
BHI-003,9,1996,6.5
BHI-003,9,1996,6.5
BHI-003,9,1996,7
BHI-003,9,1996,7
BHI-003,9,1996,7.5
BHI-003,9,1996,7
BHI-003,9,1996,7.5
BHI-027,9,1996,3.8
BHI-027,9,1996,3.2
BHI-003,9,1996,7
BHI-003,9,1996,7
BHI-003,9,1996,6.5
BHI-002,9,1996,10
BHI-002,9,1996,10
BHI-038,9,1996,3
BHI-038,9,1996,3
BHI-013,9,1996,6
BHI-026,9,1996,7
BHI-018,9,1996,4
BHI-021,9,1996,5.5
BHI-003,9,1996,6.5
BHI-003,9,1996,6.5
